name,pred_category,pred_subcategory,probability,classifying_time_ms
image-0.jpeg,Guna Ulang,Plastic Bottle,0.999859,0.474
image-1.jpeg,Daur Ulang,Paper Other,0.99896240234375,0.489
image-2.jpeg,Daur Ulang,Paper Other,0.9990956783294678,0.42
image-3.jpeg,Guna Ulang,Plastic Bottle,0.9999936819076538,0.468
image-4.jpeg,Guna Ulang,Plastic Bottle,0.9999603033065796,0.422
image-5.jpeg,Guna Ulang,Plastic Bottle,0.9999980926513672,0.417
image-6.jpeg,Daur Ulang,Paper Other,0.9987192153930664,0.414
image-7.jpeg,Residu,Tissue,0.888761579990387,0.516
image-8.jpeg,Daur Ulang,Paper Other,0.9968344569206238,0.471
image-9.jpeg,Residu,Tissue,0.9834436178207396,0.428
image-10.jpeg,Residu,Tissue,0.9595392942428588,0.416
image-11.jpeg,Guna Ulang,Plasic Other,0.5040572881698608,0.474
image-12.jpeg,Guna Ulang,Plasic Other,0.7756174802780151,0.416
image-13.jpeg,Guna Ulang,Styrofoam Other,0.4213543534278869,0.421
image-14.jpeg,Guna Ulang,Metal Can,0.994404911994934,0.415
image-15.jpeg,Guna Ulang,Metal Can,0.9878939986228944,0.421
image-16.jpeg,Guna Ulang,Styrofoam Cup,0.6764674186706543,0.419
image-17.jpeg,Daur Ulang,Carton,0.6688165068626404,0.416
image-18.jpeg,Residu,Tissue,0.9173604249954224,0.418
