name,pred_category,pred_subcategory,probability,classifying_time_ms
image-38.jpeg,Daur Ulang,Paper Cup,0.999927282333374,0.408
image-39.jpeg,Daur Ulang,Paper Cup,0.9999556541442872,0.412
image-40.jpeg,Daur Ulang,Paper Cup,0.9966831803321838,0.405
image-41.jpeg,Daur Ulang,Paper Cup,0.981939733028412,0.406
image-42.jpeg,Daur Ulang,Paper Cup,0.9898425936698914,0.409
image-43.jpeg,Guna Ulang,Metal Other,0.9018726348876952,0.405
image-44.jpeg,Guna Ulang,Metal Other,0.9591541886329652,0.407
image-45.jpeg,Guna Ulang,Metal Other,0.3793809413909912,0.407
image-46.jpeg,Guna Ulang,Plastic Bag,0.6879926323890686,0.408
image-47.jpeg,Daur Ulang,Paper Other,0.9063869118690492,0.41
image-48.jpeg,Guna Ulang,Glass Other,0.8416203260421753,0.41
image-49.jpeg,Daur Ulang,Paper Other,0.6742019057273865,0.424
image-50.jpeg,Residu,Tissue,0.9340593814849854,0.436
image-51.jpeg,Daur Ulang,Paper Other,0.99753737449646,0.414
image-52.jpeg,Residu,Tissue,0.9999589920043944,0.418
image-53.jpeg,Residu,Tissue,0.9886154532432556,0.417
image-54.jpeg,Residu,Tissue,0.9999204874038696,0.428
image-55.jpeg,Residu,Tissue,0.999433696269989,0.42
image-56.jpeg,Residu,Tissue,0.9173793196678162,0.416
image-57.jpeg,Residu,Tissue,0.9999971389770508,0.422
image-58.jpeg,Residu,Tissue,0.9997346997261048,0.417
image-59.jpeg,Residu,Tissue,0.9979612827301024,0.418
image-60.jpeg,Residu,Tissue,0.9978551268577576,0.418
image-61.jpeg,Residu,Tissue,0.9999525547027588,0.418
image-62.jpeg,Residu,Tissue,0.9976402521133424,0.417
image-63.jpeg,Residu,Tissue,0.8298099637031555,0.416
image-64.jpeg,Guna Ulang,Metal Foil,0.7502179145812988,0.416
image-65.jpeg,Daur Ulang,Paper Other,0.9968491196632384,0.418
image-66.jpeg,Daur Ulang,Paper Other,0.9620153307914734,0.42
image-67.jpeg,Guna Ulang,Glass Other,0.3777628242969513,0.438
image-68.jpeg,Guna Ulang,Metal Foil,0.3320959508419037,0.418
image-69.jpeg,Guna Ulang,Glass Bottle,0.1851577162742614,0.419
image-70.jpeg,Residu,Cigarette,0.8014474511146545,0.421
image-71.jpeg,Daur Ulang,Paper Other,0.3809774816036224,0.415
image-72.jpeg,Guna Ulang,Metal Can,0.9999217987060548,0.417
image-73.jpeg,Daur Ulang,Paper Other,0.9914584755897522,0.423
image-74.jpeg,Guna Ulang,Metal Can,0.9938074946403505,0.412
image-75.jpeg,Daur Ulang,Paper Other,0.9289422035217284,0.417
